,second,frame,brightness_mean,brightness_max,brightness_min,saturation_mean,texture,contrast,color_entropy,loudness.1,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,spectral_centroid,spectral_rolloff,zero_crossing_rate,Unnamed: 0,anger,joy,disgust,fear,sadness,sentiment,content,sentiment_count_product,cid,view,reply,favorite,coin,share,like,duration,danmuku_amount,loudness
chroma_11,-0.016111620481165642,-0.016513260286809748,-0.0023004599620514727,-0.007202155548771874,-0.002963506712372884,-0.02194956402236436,6.556404267003678e-06,-0.004940526110876264,-0.0035193608695616822,-0.0687993986216778,0.7663533427448402,0.4337039728527648,0.22899125672300977,0.11638344635727174,0.05338927650008825,0.018636663907293856,0.018046102647359424,0.07530233930407242,0.20597577695011265,0.4035398968899231,0.7582033234221269,1.0,-0.028868654549117637,-0.06539513577659614,-0.03889058881009468,0.08469581514834473,0.04951028253863342,0.07942312858020188,0.05812245695730641,0.18593348397314904,0.13357162021086774,0.1835078298795964,0.05642981774701853,0.10371323158123796,-0.007390525150025748,0.1233141092654877,0.0795595869067432,0.1692271152676511,0.07305848011799844,0.14428483423458155,0.0505527421877068,0.09104639543249828,-0.07392912357368536,-0.01764391446786552,-0.11941528184670769,0.023211683775594773,0.0031815288138585286,-0.009351522807663548,-0.003900900078436504,-0.0039048602139637777,-0.0021990126185601113,-0.014871580169702258,-0.0021627985517685207,-0.007039995747784563,0.008229549702494437,-0.0012935507048481747,0.005909073441202015,-0.03654723370782614,0.001218754446979491,-0.014933955657130512,-0.011139846104399189,-0.020571504098735142,0.020594520566063805,-0.08579149896704447
mfcc_0,-0.24486105222875418,-0.24689405227671188,0.04861231386144302,0.037673601197277064,-0.0009538677174809986,-0.08680004995222682,-0.016186065875137882,0.0761054798135026,0.016409562091419583,0.6381768705704258,-0.04547693631094681,-0.04467314880920307,-0.03486681985202301,-0.033501233659398534,-0.05321246593954953,-0.08922645348834908,-0.1072692407310272,-0.050496852486962104,-0.01971535112370113,-0.009578678587476458,-0.011009385699367095,-0.028868654549117637,1.0,0.5737029508370614,-0.4866988160013454,-0.46462957136535477,0.4299013487120558,-0.6260319586044545,0.45799208203964903,-0.37113153133625626,-0.03858122990713102,-0.08640657431796939,0.02663796283975966,-0.18571488058597097,0.1061752912668165,-0.21964207691402984,-0.12996215585936016,0.16635483212089666,-0.3280872099964625,0.20598774148320678,-0.2233785956018467,0.07912634343213851,-0.13248319778656276,-0.0787837161581286,-0.1575766993488347,-0.05178058393783629,-0.003122351061649622,-0.0022454226076604085,-0.0016292350521615745,-0.01563874456237747,-0.0037571707580493457,0.02050084569723241,0.0009990563547062098,0.005961940166053687,0.05414008950002732,0.045915579282577564,-0.006323036450020999,-0.03669597946260472,0.008010763923284042,0.02198247355034439,0.06355764418992063,-0.2983408180990091,-0.03014661517915468,0.6267517893253592
mfcc_1,-0.09152743505855639,-0.09304222141751897,-0.01613912773960099,0.0181147117983406,-0.003343589471820946,-0.0076503638438923495,-0.007141618759728065,0.02447571550165642,0.006911410828019452,0.5329503016623546,-0.07544363948801248,-0.08212344388344313,-0.08726804121169267,-0.09050849261942324,-0.11763145730664333,-0.16072002542045857,-0.10853299867215763,-0.07923838514214548,-0.07018093570691947,-0.06506406566861961,-0.05320688728088365,-0.06539513577659614,0.5737029508370614,1.0,0.1379152236361621,-0.4493855495226372,0.028975824776285544,-0.19336138246896034,0.16502356880175667,-0.26302362839234045,-0.1179977713559823,-0.36982077192987173,0.17031750534267553,-0.2883299941435911,0.06577325809403971,-0.37754584963338295,0.02431730410768629,-0.22420768465777102,0.011532633061754687,-0.26743416699154926,0.001967716957961566,-0.19927573439384055,-0.31347351030276743,-0.25620791705349116,-0.25399633327851545,-0.06296168676322576,-0.008866691616250859,-0.007636910711194464,-0.0027514403397364637,-0.0245700408226552,-0.009969579485956727,0.017924804402386054,-0.03206132205079741,-0.025334702170137217,0.0337616443984629,-0.010447308078200905,-0.04755596361285915,-0.02254439695565649,-0.05487161451175164,-0.020870359586740314,0.003215999182680203,-0.10987290388959724,-0.07065746355003188,0.5269712940806485
mfcc_2,0.18637758266810092,0.18640680418717706,-0.05398236092076192,-0.03261169587046159,0.0059842799814406305,0.09617507597604363,-0.004304662148929345,-0.0681628481587194,-0.02692887957041824,-0.004147385635945833,-0.01849774901330536,-0.02229068085289274,-0.031362401826527816,-0.03725041110904377,-0.014133720416854925,0.013021955688791644,0.02241646210846745,-0.03193229828438202,-0.06203661390123308,-0.06834873592046804,-0.05807519689128241,-0.03889058881009468,-0.4866988160013454,0.1379152236361621,1.0,0.41222551203671437,-0.45540592136382446,0.5243399107974083,-0.2749002449000749,0.11514618526764227,-0.02594141787395703,-0.2040168242915666,0.06085016770538433,-0.033334496369727025,-0.01893109033789653,-0.0904715017597761,0.20705087249883797,-0.3738449833542925,0.4051375078843278,-0.45928534731377124,0.28493702025285866,-0.302360100718863,0.07360990044687526,0.09036425044918157,0.13011090472927575,0.02056525783875002,0.001879158617467683,0.018046174606870448,-0.004318976751313443,0.005296621026368025,0.007644356750208845,0.02400646909497123,0.004004876371015709,0.012306714965994926,-0.023635503067573723,-0.01820821014031807,0.0046814130853722455,0.13240653108766484,0.024335317699656845,0.020978826537840757,0.0031208495306936524,0.22380272710663326,0.005072198498842805,-0.009658395734332022
mfcc_3,0.18949045663211797,0.19097671315666048,-0.03313023564876877,-0.030902184977811716,0.010894805041277435,0.06704087539418332,-0.010890521106284575,-0.07980227758710695,-0.05550214202681432,-0.15281652625280143,0.10512843488534107,0.10490778213735012,0.0906057339774069,0.07683283825789247,0.08281319009131535,0.10545589902736127,0.1032939259984074,0.06622197868646847,0.049514256188324335,0.04790715464790158,0.05928798278376932,0.08469581514834473,-0.46462957136535477,-0.4493855495226372,0.41222551203671437,1.0,0.05808885978620052,0.313049233684782,-0.1551699557756047,0.24926343582872074,-0.09202828030818042,0.2807220476321763,-0.275448254865271,0.18383257304816314,-0.10168759924988582,0.26479702234043284,-0.03647887941200573,0.11366650333865554,-0.011004896392611449,0.06487788930749505,0.010087405068411355,0.0009778500582361758,6.181578149076667e-05,-0.02001190234134268,0.032678397314548774,0.021403665463092574,0.01446226306072993,0.022896374614211297,-0.002155071847625724,0.013989220909542112,0.012759102074954363,0.007834851411274261,0.0308141660332926,0.030928867139184277,-0.023674726257615762,0.02902800370751976,0.052548610088572395,0.15552455875251833,0.05404098739252667,0.06748154533647009,0.02923655655734744,0.23010858514986535,0.041343569522519864,-0.14468173700020712
mfcc_4,0.04476048952970958,0.045767385377788954,0.022314874553904185,0.025452852556800215,0.00542751048668611,0.010504579548461686,-0.015975376214714718,0.00879703897480943,0.005440201076341199,0.2706065439674724,0.05184346955089324,0.054540424207602606,0.05186233114038976,0.042399526441691725,0.032905065516378916,0.033302211664663434,0.042971652127209804,0.022946393648891106,0.019934488655817803,0.02860302589465298,0.040457310864172855,0.04951028253863342,0.4299013487120558,0.028975824776285544,-0.45540592136382446,0.05808885978620052,1.0,-0.3263165019630562,0.39237204500055384,-0.21571321819038464,0.18676236558324363,-0.0007307427832412816,0.058866864035261215,-0.13596882978958175,0.1650894155960034,-0.00540058454880498,-0.030743510551752968,0.2393742762024087,-0.24891083573849712,0.2836440903737681,-0.19168105933497165,0.14678116249578405,0.23059966344631674,0.22008987710556074,0.14812511994917227,-0.056599312113011474,-0.0047385196297401256,-0.006782265937432706,-0.007335434199486641,-0.017422602612856032,-0.011336678615167935,0.0036924576130757825,-0.004000084654996322,-0.002535431332714005,-0.006668251540496868,-0.002169573263060672,-0.04322662319449331,0.026706205639665567,-0.04282064972778238,-0.014763912995106716,-0.009929296518217435,0.047875853459513465,-0.06202405211466846,0.2843347150531991
mfcc_5,0.14018024230178558,0.13926980199230718,-0.038958882794717445,-0.02762122186573932,-0.003547478808857489,0.04828991574204501,0.0010849060265625487,-0.03153761298055144,-0.027016401873542248,-0.23631237084914786,0.08790736956750096,0.0824003435554158,0.06447600802384494,0.05678235936373427,0.048362889933033906,0.06678980504902478,0.07920952529734974,0.054102342868754774,0.04932835229350073,0.055535003110589086,0.07084864012753296,0.07942312858020188,-0.6260319586044545,-0.19336138246896034,0.5243399107974083,0.313049233684782,-0.3263165019630562,1.0,-0.3009392336404576,0.38740682295945955,0.011155262095710966,0.019165988988850323,0.004793681516713722,0.12643197155027586,-0.13104479210280837,0.0905133284010289,0.2024134260193696,-0.26270271287919394,0.38964561631460465,-0.36861985750206516,0.2738630630833696,-0.1934319303251003,-0.21197152736781066,-0.20447273436382807,-0.13787187227138956,0.0537118083177452,-1.4367495099582534e-05,0.0025126998405511163,-0.00412713133530191,0.015531268466130092,0.0023863232003584894,-0.011415054364619134,-0.00016805465577895574,-0.004435749843977692,-0.032752510178924395,-0.011292984357460702,0.017989380249968337,0.039123334547166516,0.03612002507591089,0.010950055555693804,-0.012373037299640876,0.17313683000717697,0.044283057859277386,-0.23122313478583428
mfcc_6,-0.05067467665346359,-0.05006957831627304,0.01740898129428662,0.012981077367274324,0.0019126613868464737,0.01337378924454702,0.0011697805012103114,0.012077126940614908,-0.029102830404321166,0.3432253509221327,0.052198966597496746,0.04654264346441549,0.034725288800125195,0.024805714803276913,0.021391741385116386,0.01775096194687366,0.027439175132435455,0.03271899165906089,0.050161240905516526,0.06525426194468147,0.0652126655414291,0.05812245695730641,0.45799208203964903,0.16502356880175667,-0.2749002449000749,-0.1551699557756047,0.39237204500055384,-0.3009392336404576,1.0,0.058705508641326745,0.061813842155071935,0.09651175274790583,0.07344804865334188,-0.056813524159297156,0.11149233611484462,-0.1323784253340707,-0.11595068452557117,0.24675932373711856,-0.2726962627539464,0.22875609087647006,-0.23230921481045008,0.024162538338180127,0.13585441627563877,0.16364748796838313,0.06322920698269847,-0.06848066836442739,-0.001604634820160304,-0.002930113685027352,-0.01090155351229654,-0.009309584681256483,-0.00609118483011202,0.017324819259736578,-0.0014110405304039561,0.003333340587145022,0.006672740614462562,0.0014142894194246166,-0.02759747470913196,0.020786469692358728,-0.03950618116746745,0.000560429892611536,0.00333092480059648,-0.06754731857835443,-0.06538380493655502,0.35350400554311817
mfcc_7,0.043577251293523946,0.04321012773411606,-0.022748796318290986,-0.01682390007171466,-0.0029166805076378025,0.007358275561290356,0.005409155910716098,-0.024217459749315967,-0.023679554011914045,-0.20049822919621857,0.17294668893000537,0.1600615243198948,0.1414257443008587,0.13817831202637723,0.13408534302616157,0.1544842887526291,0.16264452062819576,0.17533325655533805,0.19527865744214207,0.20517447680613313,0.20329695303003587,0.18593348397314904,-0.37113153133625626,-0.26302362839234045,0.11514618526764227,0.24926343582872074,-0.21571321819038464,0.38740682295945955,0.058705508641326745,1.0,0.3933507028196435,0.15340625115238757,0.10704178553684915,0.23205276878704664,-0.09933505711723226,0.19196786572287936,-0.0006376073852377294,-0.03908247486447692,0.1770916528485975,-0.0830190422784402,0.036438363376621485,0.027969815687563973,-0.1991327768213131,-0.1679771666806162,-0.18689380275823994,0.052021376371207136,0.0035793558181618987,0.0006365712180697098,-0.0028507678283533518,0.0006603389439291857,0.006463104962028714,-0.013387241919373849,0.007618625395040818,0.003130611422595077,-0.005230600148416495,0.015346570263285128,0.03749600108654615,0.01263264278090988,0.04232281336224335,0.001344438699306603,0.005607829620338634,0.05506401032047976,0.05832373529762956,-0.2081964238981567
mfcc_8,0.08673837287339867,0.08685201551087547,-0.007521044047812995,-0.004806441386680385,0.014437956384070414,0.026332965034360212,-0.005990812978620978,-0.021886595688610493,-0.004398626138266643,-0.010295853542868334,0.12509774369342436,0.12028496560026664,0.11798047816684958,0.12015326336280564,0.145770228567,0.18623735299010458,0.18887767982136247,0.1568083835719564,0.15410270337058,0.15811146025517392,0.1461262804120975,0.13357162021086774,-0.03858122990713102,-0.1179977713559823,-0.02594141787395703,-0.09202828030818042,0.18676236558324363,0.011155262095710966,0.061813842155071935,0.3933507028196435,1.0,0.39431008949713026,0.14433079692933473,-0.02258077700939346,0.2052667222067409,0.022826150093146796,0.17500767177442708,-0.03881923207352456,0.08500813223200838,0.04136504546055119,0.14212103216906746,0.013965025616616741,0.28872083105629603,0.29863447711053814,0.20101625838222348,-0.008262286880123253,-0.005689576457739634,0.0032876949215827947,-0.001410436845237749,-0.006195263729073302,-0.0022794124441389077,0.01791889998657165,0.009900402072164746,0.014189402473256148,-0.012692884286268706,-0.01984106585718894,-0.03284240764151167,0.03169311547894466,-0.009324470454613563,-0.016521700004182464,-0.007070488071790112,0.09951171071586952,-0.02669621327086421,-3.8624496252474384e-05
mfcc_9,-0.00043600994297432455,-0.0004748001626848265,0.002271777989622702,-0.015070685678543477,0.012342806137527794,-0.0143582275878609,-0.006638470121126221,-0.020806821304154653,-0.04332006311526768,-0.13485007341715832,0.17380828309469099,0.17295002197488962,0.1613916813158741,0.15510372443898318,0.15365787522276053,0.16848842592208105,0.17472134395752778,0.18671716552457943,0.20469727906361565,0.20970793657108025,0.19723434155752306,0.1835078298795964,-0.08640657431796939,-0.36982077192987173,-0.2040168242915666,0.2807220476321763,-0.0007307427832412816,0.019165988988850323,0.09651175274790583,0.15340625115238757,0.39431008949713026,1.0,0.027265830787951157,0.14812541403755308,-0.041646145903060705,0.3101835887188947,-0.09892485751926046,0.2840021342734855,-0.23634807990122364,0.29575025873593164,-0.014606589490873002,0.1827097365504986,-0.062273510813593995,-0.05828508474475946,-0.09640793912813954,0.015216202824225667,0.008654815109295841,0.014281312817497022,-0.0018025343994851524,0.012570266547455975,0.005284640068047668,0.00767204380604256,0.026040268686938532,0.02377769794492506,0.019189477611689106,0.016902923551436497,0.032414691128122335,0.013303577499779454,0.030215470732641168,0.02146902614773403,0.019528434172137295,-0.0011110818418985978,0.03461261007239986,-0.10251734927120924
mfcc_10,-3.760982047987946e-05,-0.0008004710955083412,-0.010744692313090434,0.0037680899848274796,-0.006066385723258594,0.017924430096146454,0.001501479567279953,0.008028471986755418,0.01746173626805289,0.06290084491451782,0.03435090256803747,0.02679972651817853,0.020319374997171444,0.0261328259706328,0.046464237228818345,0.08356681570460674,0.11223186072955897,0.10727841182871826,0.11047924066832213,0.10795604475365746,0.09094956720328605,0.05642981774701853,0.02663796283975966,0.17031750534267553,0.06085016770538433,-0.275448254865271,0.058866864035261215,0.004793681516713722,0.07344804865334188,0.10704178553684915,0.14433079692933473,0.027265830787951157,1.0,0.17420093055182936,0.10044233294334586,-0.0874631118238343,0.17704827162678585,-0.18495966099941202,0.2247612414446507,-0.21519719349165312,0.0986030569158846,0.011804503651017248,0.13242276229957786,0.1938419799187001,0.07339166347153983,0.016625624808394305,-0.0046182983215962425,-0.01314993932198196,-0.010254216472213314,-0.011589391455748922,-0.00518362588154501,-0.011665872501481744,-0.016712411626259534,-0.01664247679971766,-0.0088457129538217,-0.028669846297641216,-0.019653754607439004,-0.03215664988831722,-0.014065120704841864,-0.055083042944752435,-0.027058382326930412,-0.004287158641373619,-0.0018273347668325889,0.06457353273907801
mfcc_11,-0.04750437770984739,-0.04715513181197615,0.011003429758222683,-0.001849305211941567,-0.005933067265928105,-0.025412080140271832,0.011128480000745032,0.006854221345364678,0.0070480261291936365,-0.13628000627333237,0.09000080767749634,0.099727107019902,0.11632266572324684,0.14427930232993863,0.17082456124646164,0.19962596984691178,0.17360957547022157,0.20689385033394914,0.20974566592784577,0.1868006715870533,0.14318423020036644,0.10371323158123796,-0.18571488058597097,-0.2883299941435911,-0.033334496369727025,0.18383257304816314,-0.13596882978958175,0.12643197155027586,-0.056813524159297156,0.23205276878704664,-0.02258077700939346,0.14812541403755308,0.17420093055182936,1.0,0.25675398160034224,0.1473233255028775,0.013836835146491476,0.1911398958332401,-0.04925838809585229,0.1571622122374174,-0.08673862881096257,0.09754858379676874,-0.17412549304657693,-0.13378815853603698,-0.18006746347224936,0.03165308088524739,0.007331505288876464,-0.016789166216414495,-9.336028492055038e-05,0.0078049197044633475,0.0030930769563498137,-0.037978232466386076,0.005881085360937056,-0.005349364814574564,0.010317615464156025,0.026369338191626426,0.027527490599923685,-0.034083338332863616,0.020799364397855326,0.0028756523141807325,-0.00967402347587075,-0.05599530227884315,0.04719450709927335,-0.16480122422333232
mfcc_12,0.0005130559503063635,4.5295033382565286e-05,-0.0064363940910719215,-0.0040048336116497996,0.009007292745363112,0.022471270177664798,-0.006634694306193168,-0.0037640110581621225,-0.010601396728131016,0.09979215650065935,0.010166731217000216,0.055418985654929594,0.10427065354138794,0.14514395582162568,0.18549004165953095,0.20891156948683154,0.20427301414133045,0.14163328480040915,0.08494483583652769,0.04252926791715869,0.005652895255271671,-0.007390525150025748,0.1061752912668165,0.06577325809403971,-0.01893109033789653,-0.10168759924988582,0.1650894155960034,-0.13104479210280837,0.11149233611484462,-0.09933505711723226,0.2052667222067409,-0.041646145903060705,0.10044233294334586,0.25675398160034224,1.0,0.33097910581988177,0.08468454844287444,0.0810169563675459,0.13968672194534976,0.01581198959238523,0.1169345766998685,-0.007797556307324898,0.21534339664555197,0.2751471492523881,0.13301266339857157,0.010625382894742408,-0.0024607351585155756,-0.006925593538888531,-0.0016428770859791223,-0.007728707800358011,-0.0036601982684841615,0.007170161893280372,0.003942774908363006,0.005946238224724798,0.010625059192755129,0.019416544115830988,-0.009698430751256834,0.021770967190905145,0.003001402141350235,0.0019480197946607411,0.011879959591485575,-0.005806219945070663,-0.003031457787739893,0.0828933102775956
mfcc_13,-0.0024803710850636574,-0.002748103530618776,-0.006770894998136944,-0.008576627101736746,-0.001584025303077894,-0.013333632239029024,-0.0005581712446157825,-0.009398791243649141,-0.01612845944959055,-0.21775709370939206,0.1602492973370024,0.208859688240938,0.24405391967605253,0.258456376930539,0.2518283813455089,0.2396864468910754,0.18574115497456586,0.15729271180649182,0.12332752813464563,0.10252327748724606,0.09826000555280952,0.1233141092654877,-0.21964207691402984,-0.37754584963338295,-0.0904715017597761,0.26479702234043284,-0.00540058454880498,0.0905133284010289,-0.1323784253340707,0.19196786572287936,0.022826150093146796,0.3101835887188947,-0.0874631118238343,0.1473233255028775,0.33097910581988177,1.0,0.3225646718792806,0.18754884605568506,0.012105517623224652,0.24219318733097295,-0.011532973535745021,0.2312351497048855,-0.07551181603603953,-0.05322882274739335,-0.10693480772803927,0.06040531459977901,0.007424724739891085,0.0023763188329733215,-0.001942647735059086,0.008496000448051964,0.0060009138750018315,-0.015625009629048385,0.018361863769172718,0.010990169110877829,0.008026115235522638,0.010394145726523142,0.03640796574904528,-0.0290870366886596,0.0347166814511245,-0.012671131662936772,-0.003537548018477776,-0.004182279155322117,0.06669352326323727,-0.211672027000508
mfcc_14,0.06318302285477533,0.06266646354043476,-0.024754184095723383,-0.007988638188051345,0.004990258425409956,0.03025659931078412,0.003985622364519825,-0.027326595222467578,-0.007461987936754776,-0.0092142601017377,0.11152705235762342,0.1366395233749591,0.15167307051315662,0.14177097258246207,0.1370234205907335,0.132857657930256,0.09604904655644317,0.03633325692681222,0.005249418597574643,0.01182065540930822,0.035756730360320774,0.0795595869067432,-0.12996215585936016,0.02431730410768629,0.20705087249883797,-0.03647887941200573,-0.030743510551752968,0.2024134260193696,-0.11595068452557117,-0.0006376073852377294,0.17500767177442708,-0.09892485751926046,0.17704827162678585,0.013836835146491476,0.08468454844287444,0.3225646718792806,1.0,0.1977514891389865,0.22853870188121808,-0.117191485302072,0.25376849285134695,-0.09362895424079247,0.15074943452635176,0.18209025077965899,0.11172793086502542,0.004106681781601306,-0.005785426499962641,-0.00617474181831978,-0.005945588974164622,-0.0008258811465241689,-0.0014296500180019619,0.0004139809843766491,-0.00485849871913046,-0.0026741954310202827,-0.014250449218451679,-0.036591253535610276,-0.029571779473282434,0.007149658219017648,-0.01343813282557597,-0.02374478474386953,-0.022905291469939,0.07281413608856704,-0.019019155269713855,0.0032401989852757673
mfcc_15,-0.0941015094283901,-0.09396124489765845,0.028491177472878142,0.004306807470595341,0.0073722944275463114,-0.04836863317130191,0.005691635942991812,0.009792514649478602,-0.014717881475748514,0.003944227178053619,0.1735733423733495,0.18798601228737877,0.19170062199583995,0.17391466001113048,0.1416259619908949,0.11562095241091443,0.09201478463343221,0.10073298430133329,0.11176228169781112,0.13107896900590804,0.14697177071417292,0.1692271152676511,0.16635483212089666,-0.22420768465777102,-0.3738449833542925,0.11366650333865554,0.2393742762024087,-0.26270271287919394,0.24675932373711856,-0.03908247486447692,-0.03881923207352456,0.2840021342734855,-0.18495966099941202,0.1911398958332401,0.0810169563675459,0.18754884605568506,0.1977514891389865,1.0,0.012558339021220373,0.37531384736026363,-0.15765298844204176,0.26475487940200965,-0.04518584049009412,-0.020350479125416092,-0.10427097202769364,0.007969094915855157,0.00834372066093348,-0.0019785396190907896,0.0026792002346922804,0.0018208039626817262,0.006291712165067241,-0.014130930621536444,0.025009530125735244,0.01927114992517165,0.04658552337870678,0.04065682113211448,0.03539488962246237,-0.027840459984003727,0.018824838050445835,0.014051184616176838,0.016447464130065998,-0.11548877426612608,0.03876302209757826,0.003767389474290185
mfcc_16,0.07892200768702429,0.07830415407813252,-0.040543900645883875,-0.02522626770334024,0.0027458665710651743,0.05218476811892614,0.007569285990988972,-0.030380756749299662,-0.009487855822932862,-0.10098187695255276,0.07212109572912903,0.06992407591313211,0.06550503625748931,0.053557327274092584,0.05804265794595721,0.08085075129845534,0.0780803076064759,0.04366273017571579,0.029670927681205987,0.043646282660973125,0.05700309695845019,0.07305848011799844,-0.3280872099964625,0.011532633061754687,0.4051375078843278,-0.011004896392611449,-0.24891083573849712,0.38964561631460465,-0.2726962627539464,0.1770916528485975,0.08500813223200838,-0.23634807990122364,0.2247612414446507,-0.04925838809585229,0.13968672194534976,0.012105517623224652,0.22853870188121808,0.012558339021220373,1.0,-0.047572826240350446,0.26782453322493754,-0.12419659853221389,0.1003385151010625,0.14437026382204468,0.09778633376962327,0.041542360279883235,0.005303646956636951,0.002734872148940083,-0.00012093593862518573,0.0042709204684031905,0.00907107656993219,0.0002410690008250474,0.015876289411593088,0.01659004549777651,-0.018471021075737237,-0.005830613209377077,0.014053198942279705,0.034131662800739385,0.02296622341952637,-0.012668151951689528,-0.00431537410637081,0.09347428186523317,0.03495743811511642,-0.10778519075460745
mfcc_17,-0.0776700286199459,-0.07754762920100697,0.02945701176514492,0.01031882111163693,0.004408928337640995,-0.03896477978358975,0.002667995811937041,0.019731256313816517,0.002944873970601158,-0.01936810968774511,0.12304368357403969,0.11896092534895979,0.1154106870361928,0.10882634226433548,0.09888966657455536,0.09900866853739737,0.08156812716469154,0.1191156166121024,0.1415731990797555,0.15580215440162687,0.14734274866443692,0.14428483423458155,0.20598774148320678,-0.26743416699154926,-0.45928534731377124,0.06487788930749505,0.2836440903737681,-0.36861985750206516,0.22875609087647006,-0.0830190422784402,0.04136504546055119,0.29575025873593164,-0.21519719349165312,0.1571622122374174,0.01581198959238523,0.24219318733097295,-0.117191485302072,0.37531384736026363,-0.047572826240350446,1.0,0.11800101307564444,0.23942094895864313,0.025929464540382443,0.030122143048289567,-0.04172937134782609,-0.007997600377685083,0.008306739436551112,0.002461537002552218,0.00039408852537577095,-0.00401188870298489,0.0017418823929174784,0.0022697192765489603,0.015959121603467342,0.013896057480319563,0.03212750162060689,0.011976043296560327,0.007838950917138682,-0.029096933500631608,-0.0052250729961364605,0.0027085646071581754,0.0030140627594863255,-0.09728303771939369,0.0018369965835110804,-0.004882195518795211
mfcc_18,0.06291098107504967,0.061591489143200256,-0.02143479737304629,-0.017941509615684692,0.01170810095731279,0.029256219517553674,-0.004753328456862152,-0.029132619010042337,-0.008631371828713891,-0.0654338343468447,0.024770075894491244,0.012482953619199296,0.00674008914051201,0.012398766904769227,0.03721348322422875,0.07793865388322906,0.10080807599536591,0.08393078968795255,0.07837181161000127,0.07929588378098582,0.06475040582986656,0.0505527421877068,-0.2233785956018467,0.001967716957961566,0.28493702025285866,0.010087405068411355,-0.19168105933497165,0.2738630630833696,-0.23230921481045008,0.036438363376621485,0.14212103216906746,-0.014606589490873002,0.0986030569158846,-0.08673862881096257,0.1169345766998685,-0.011532973535745021,0.25376849285134695,-0.15765298844204176,0.26782453322493754,0.11800101307564444,1.0,0.24541781396593795,0.10733884153280404,0.14145276717490804,0.09505553355866869,0.024207197078265946,0.00019123119289576258,0.009529503315071004,-0.002140496962752142,0.0003261172408849479,0.00175908112835873,0.02038040504503332,-0.00018590196130750835,0.005652144075457516,0.008415062381271198,-0.01656904767503057,-0.004488103985527519,0.04194921569903624,0.012473617546664682,0.00475548907289942,0.0012529371431980632,0.07345382187495592,0.0018472739104819604,-0.05603299237738539
mfcc_19,-0.09254447305363481,-0.09231430931531372,0.03644920438709625,0.012736505067465737,-0.0004828487861898784,-0.056938805690910296,0.006855356039527187,0.02788143344671799,0.021007324874384208,-0.05647763893170103,0.05745235224121053,0.05947458291143016,0.07094994635365835,0.09066586427005774,0.10010443358362697,0.11623879608807348,0.11101945864214273,0.16922022011777443,0.18501090817622295,0.17289464277083297,0.13251435441667966,0.09104639543249828,0.07912634343213851,-0.19927573439384055,-0.302360100718863,0.0009778500582361758,0.14678116249578405,-0.1934319303251003,0.024162538338180127,0.027969815687563973,0.013965025616616741,0.1827097365504986,0.011804503651017248,0.09754858379676874,-0.007797556307324898,0.2312351497048855,-0.09362895424079247,0.26475487940200965,-0.12419659853221389,0.23942094895864313,0.24541781396593795,1.0,-0.05917282193499369,-0.04393176939418165,-0.09939208325721778,0.02017400114027676,0.003386807585038144,-0.005399552246846783,-0.0024189804450165725,-0.0021642317553787842,0.003962980785862876,-0.01637752944305729,0.010555176795118477,0.004524130904828311,0.03056742290713784,0.013680612619263292,0.021757276856602184,-0.06575544439298973,0.006217646948484151,-0.024563743122031172,-0.013128221181460857,-0.11219944506860392,0.04100639133406439,-0.07111705660537919
spectral_centroid,0.2528018348765524,0.2541319397401012,-0.025170366681369634,-0.02197550484423437,0.011289020057080412,0.11417426278109633,-0.006368658344993975,-0.06916965265803406,-0.011689154389878444,-0.18090531204720842,-0.05566644430538142,-0.05258452032474291,-0.05029338325410963,-0.05398290106527848,0.01670465902825493,0.10174728075376112,0.11610353401539536,-0.031013198459730176,-0.08671838110750336,-0.09370018838476529,-0.09853724647418093,-0.07392912357368536,-0.13248319778656276,-0.31347351030276743,0.07360990044687526,6.181578149076667e-05,0.23059966344631674,-0.21197152736781066,0.13585441627563877,-0.1991327768213131,0.28872083105629603,-0.062273510813593995,0.13242276229957786,-0.17412549304657693,0.21534339664555197,-0.07551181603603953,0.15074943452635176,-0.04518584049009412,0.1003385151010625,0.025929464540382443,0.10733884153280404,-0.05917282193499369,1.0,0.8418559736669128,0.9009275802192452,-0.005451825658121627,-0.008548127238374649,0.00398572010872015,-0.006268753273160333,-0.0040839770593408126,-0.002164701656233727,0.036253931649364496,0.0077754498690348495,0.02105835866547477,-0.08296354362417366,-0.052402633324595355,-0.05062978186888015,0.1146229064762144,-0.02081647637732356,-0.0034652799260790124,-0.023795369949441203,0.29493963623042363,-0.05848621896073719,-0.1521704870211074
